  -1.7199432e+00   8.7082585e-01   2.8428670e-01   1.2517037e+00  -6.9082217e-01  -1.1244456e+00  -6.7013422e-01  -1.4542537e-01  -3.5205138e-01  -5.8507908e-01
  -1.7037935e+00  -2.4875023e-01   5.9043281e-01   6.3467992e-01  -1.7006149e-01   1.0207972e-01  -2.6151929e-02  -7.9187707e-01  -3.5205138e-01  -5.8507908e-01
  -1.6876438e+00  -7.1963076e-01   1.4958242e-01   6.0001566e-01   1.9046513e-01   4.3776033e-01  -1.6414813e-01  -8.2701032e-01  -3.5205138e-01  -5.8507908e-01
  -1.6714941e+00  -2.3228588e-01  -2.4228460e-01   6.9707558e-01  -3.1026629e-01  -5.2849786e-02   1.1184428e-01  -5.1783776e-01  -3.5205138e-01  -5.8507908e-01
  -1.6553444e+00  -3.1131478e-01  -1.6880954e-01   6.4854562e-01  -4.1041258e-01   5.5395746e-01   8.1178453e-02  -6.2323750e-01  -3.5205138e-01  -5.8507908e-01
  -1.6391947e+00  -7.9207392e-01  -7.5661006e-01   6.4161277e-01   3.5069919e-01   4.1193874e-01   2.1917466e-01  -6.2323750e-01  -3.5205138e-01   2.0832652e+00
  -1.6230450e+00  -3.0802191e-01  -1.3207200e-01   6.3467992e-01  -6.1070515e-01   5.6686825e-01   1.2717719e-01  -5.5297101e-01  -3.5205138e-01  -5.8507908e-01
  -1.6068953e+00  -2.6521459e-01  -3.1575967e-01   6.4161277e-01  -7.9096846e-01   7.6053014e-01   1.1184428e-01  -5.0378446e-01  -3.5205138e-01  -5.8507908e-01
  -1.5907456e+00   2.6823049e-01   7.7412048e-01   6.2081421e-01  -1.5003224e-01  -7.3712179e-01   9.6511365e-02  -4.6162457e-01  -3.5205138e-01  -5.8507908e-01
  -1.5745959e+00  -2.6850746e-01  -4.9944733e-01   6.3467992e-01  -1.7006149e-01   4.3776033e-01   1.1184428e-01  -3.9135808e-01  -3.5205138e-01   5.4383581e-01
  -1.5584462e+00  -8.7439569e-01  -8.4233097e-01   5.3761999e-01   2.3052364e-01   7.0888697e-01   2.6517339e-01  -6.0918420e-01  -3.5205138e-01   1.8780079e+00
  -1.5422965e+00  -2.4216449e-01  -7.4436422e-01   6.7627703e-01  -3.5032481e-01   4.6358191e-01   1.5784301e-01  -2.7893170e-01  -3.5205138e-01  -5.8507908e-01
